Dataset Name,Dataset Owner,User,Submission Latitude,Submission Longitude,Date Created,Record,Hawai'iSea Grant King Tides Photo Database,Location (tap arrow to input exact location) - Latitude,Location (tap arrow to input exact location) - Longitude,Share your image!,Island(s),Location Description,Orientation (check your compass!),Date,Time,Tell us something about your photo!,Photographer's Name,By uploading an image you irrevocably consent that it may be used for educational; research; outreach and promotional purposes; in any medium; in perpetuity.,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,flashfamily,21.28782966,-157.8442297,Sat May 27 2017 03:33:07 GMT+0000 (UTC),782,,21.28782513,-157.844234,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/0EE8D5EF-CB8D-43EC-8556-90BAF1410293; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/62E6314B-F218-4B6D-9731-CA492CDDDD1C,O'ahu,Ala Wai Yacht Harbor,SE,5/26/17,17:27,King Tide day 2,Flash Family,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,marika808,,,Sat May 27 2017 03:31:18 GMT+0000 (UTC),781,,21.2828063,-157.8402587,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/3d19997a-6ea5-4cb4-a2d7-f18445d4e98a; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/89104adb-6416-4ed3-8b95-273ffefd015e; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/9a0656f5-b08b-4348-9896-7e5b2a7eec8a,O'ahu,Hilton Hawaiian ,S,1/1/70,17:31,,Rita,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kenolio808,,,Sat May 27 2017 03:29:36 GMT+0000 (UTC),780,,21.2912158,-157.8504583,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/dcc3727d-4d7c-4633-a58e-968c15c79964,O'ahu,Aka Moana Park across from the tennis court,W,1/1/70,17:28,,kenolio808 ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,krose227,20.69841465,-156.4448187,Sat May 27 2017 03:29:08 GMT+0000 (UTC),779,,20.6992126,-156.4450182,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/A6C17C20-6416-4F18-B312-64A8E1BF64D5,Maui,Keawekapu beach,W,5/26/17,17:26,,K. Rose,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,gonserm,21.2877647,-157.838642,Sat May 27 2017 03:28:26 GMT+0000 (UTC),778,,21.28781629,-157.8386652,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/49A35598-4818-4ED2-8CF9-544109A92A67,O'ahu,Ala Wai Blvd,NW,5/26/17,17:27,past peak canal water in the road,Matthew Gonser,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,carolineb,20.72728695,-156.4501012,Sat May 27 2017 03:25:07 GMT+0000 (UTC),776,,20.72728695,-156.4501012,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/43C109AA-C5B1-4B20-8C16-5F8CB842D87B; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/81C8A8CD-F599-473F-8C00-1947D9C5B891; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/D05A9DB2-3047-4920-B321-FB7EC8A194A3,Maui,Kihei; Cove Park Beach,N,5/26/17,17:24,,CarolineB,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kimolee55,,,Sat May 27 2017 03:24:51 GMT+0000 (UTC),776,,20.7046087,-156.4465874,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/5c30b62a-e9b7-4813-b055-45fef635dda4,Maui,Keawakapu Beach ,S,1/1/70,17:24,,James Lee ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,mrmahi,,,Sat May 27 2017 03:25:46 GMT+0000 (UTC),775,,,,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/fe4dc651-5c3e-4acc-9845-159b0e47ce8e,Maui,North Kihei road,S,1/1/70,17:24,h20 to road,mnapier ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kimolee55,,,Sat May 27 2017 03:23:29 GMT+0000 (UTC),774,,20.7046087,-156.4465874,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/b4eb7709-425d-460c-aa5a-a36680831071,Maui,Keawakapu Beach ,N,1/1/70,17:23,,James Lee ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,danny,21.3035834,-158.0448748,Sat May 27 2017 03:25:43 GMT+0000 (UTC),773,,21.3035834,-158.0448748,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/CB51E091-2083-4BAB-9D26-84F7065A4120,O'ahu,facing east at white Plains in Ewa,S,5/26/17,17:24,,Danny,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,giguere,,,Sat May 27 2017 03:25:46 GMT+0000 (UTC),772,,21.3360669,-157.8987553,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/fd14eb75-83bc-4750-aab2-b49d40d1c2a7,O'ahu,Corner of Kilihau St and Ahua St,SE,1/1/70,17:19,Cars continued to travel through the sea water.  ,Thomas Giguere,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,miguel,,,Sat May 27 2017 03:22:45 GMT+0000 (UTC),770,,21.2907763,-157.861256,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/f2d7a3cf-1b25-4c4f-afdc-08886a30bc72,O'ahu,Point Panic ,NW,1/1/70,17:17,Wave spray is reaching the sidewalk. Swell is bigger than yesterday. Lots of bodysurfers taking advantage of the clean waves.,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,gonserm,21.28750037,-157.8398822,Sat May 27 2017 03:25:44 GMT+0000 (UTC),769,,21.28756542,-157.8398773,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/1FFD389B-4E5F-4821-B2C4-21C0D2EE1320,O'ahu,Ala Wai Blvd terminus,NE,5/26/17,17:25,Water in the road from canal via stormdrain,Matthew Gonser,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,mrmahi,,,Sat May 27 2017 03:23:30 GMT+0000 (UTC),769,,20.7757362,-156.4567248,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/05a6690d-be72-4bec-9b28-7e51959d0173,Maui,sugar beach,S,1/1/70,17:21,Sugar beach h20 to road ,mnapier ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kimolee55,,,Sat May 27 2017 03:22:11 GMT+0000 (UTC),768,,20.7046087,-156.4465874,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/2abcbe99-1e53-471a-95e9-b2e9e5d14ac7,Maui,Keawakapu Beach ,E,1/1/70,17:21,,James Lee ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,nrynerson,21.3517269,-157.923207,Sat May 27 2017 03:24:45 GMT+0000 (UTC),767,,21.3517269,-157.923207,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/1C7C6D56-4B1A-46D2-8DFC-BBB81D17FFCF; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/3417C1C9-C956-4E95-9BE1-F2663586C102; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/934806BD-C613-4C5A-B15D-93EF75E00A5F; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/AB7E9B16-747D-4017-9B2E-2E421F28999F; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/C0BAEF85-CBDA-4F52-9083-E94BB4EA1E33; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/E9AEC54B-BD4F-4727-9B8B-BEB4E7C3C082; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/FE8D1B5B-F9B1-48A0-BDBA-85CFD5E778ED; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/QrdrSDXdfA4WLzT5H,O'ahu,Keehi Boat Harbor Sand Island,S,5/25/17,17:00,Over the last 5 years; the harbor level has risen causing need to put rocks down every year,Ninon rynerson,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kenolio808,,,Sat May 27 2017 03:22:56 GMT+0000 (UTC),766,,21.292746,-157.8563094,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/03f92681-d616-4550-b9ca-8b9528f7d299; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/a83ec246-49dd-4383-ab2c-660fd333a529; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/abf74e6d-fbb5-4168-be17-33609e1065b2,O'ahu,Aka Moana Beach Sea side.,SE,1/1/70,17:22,,kenolio808 ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,danny,21.30361764,-158.0448596,Sat May 27 2017 03:22:54 GMT+0000 (UTC),765,,21.30362561,-158.0448554,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/ABD4CC7A-AB87-43CA-B33C-05551E6ACBBE,O'ahu,White Plains Beach,S,5/26/17,17:21,waves in sets of 5; not going far inland at all,Danny,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,carolineb,20.72730208,-156.4501103,Sat May 27 2017 03:21:50 GMT+0000 (UTC),764,,20.72730623,-156.4500889,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/3E8A076F-741D-4830-9074-FB0D8735BC8D,Maui,Cove Beach Park; Kihei.  Waves going up ramp to parking lot. ,N,5/26/17,17:19,waves going 15' beyond ramp billiards into parking lot,CarolineB,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kenolio808,,,Sat May 27 2017 03:20:27 GMT+0000 (UTC),763,,21.2951169,-157.852377,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/8591c202-48b0-491f-8b75-da8e0146a148; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/9659aff6-8a61-47ba-9556-22c5d62fa48e; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/bc5abab6-590e-4ee9-800c-a5f81d6c7eed,O'ahu,Aka Moana Beach Ewa side,W,1/1/70,17:20,,kenolio808 ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,alohacheryl,21.2681215,-157.8227485,Sat May 27 2017 03:19:52 GMT+0000 (UTC),762,,21.27120964,-157.8231468,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/F67F7BF1-765F-4A48-BC80-045380DF8E8E,O'ahu,Waikiki life guard stand 2F,S,5/26/17,17:18,life guard says unusual for his stand to be in the water.,cheryl,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,marika808,,,Sat May 27 2017 03:17:34 GMT+0000 (UTC),761,,21.2863938,-157.8451955,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/fdb7565c-03f4-4af9-bce8-352646b6dc36,O'ahu,Alla Eso Harbor,S,1/1/70,17:17,,Rita,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kimolee55,,,Sat May 27 2017 03:14:43 GMT+0000 (UTC),760,,20.7044307,-156.4462618,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/e445870e-88d4-47b8-9b15-1ba92f95cb77,Maui,Keawakapu Beach ,S,1/1/70,17:13,,James Lee ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,gonserm,21.28858885,-157.8472326,Sat May 27 2017 03:16:43 GMT+0000 (UTC),759,,21.28852221,-157.8472389,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/0274D145-EAB0-46B4-80E0-CA7BD6D304E9,O'ahu,Ala Moana Regional Park at lifeguard station 1D,E,5/26/17,17:15,significant beach flooding,Matthew Gonser,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,peking25,21.28476372,-157.7193224,Sat May 27 2017 03:16:36 GMT+0000 (UTC),758,,21.2847545,-157.7192936,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/6DB31FC7-2489-4494-B8DD-F727B63C298A,O'ahu,Hui Nalu Canoe Club from west side of channel,E,5/26/17,17:13,water very near stored canoes,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,greg,19.98152677,-155.8286567,Sat May 27 2017 03:15:50 GMT+0000 (UTC),757,,19.98152677,-155.8286567,,Hawai'i,waialea beach hapuna state park ,NE,5/26/17,17:15,,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,carolineb,20.72659318,-156.4501012,Sat May 27 2017 03:14:36 GMT+0000 (UTC),756,,20.72652327,-156.4501024,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/B0537223-803A-46CD-9813-9A81CCFC8545,Maui,Kihei; by Cove Park,N,5/26/17,17:10,waves hitting the sea wall!,CarolineB,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,greg,19.98136814,-155.828632,Sat May 27 2017 03:13:36 GMT+0000 (UTC),755,,19.9776471,-155.831045,,Hawai'i,waialea beach hapuna state park ,SW,5/26/17,17:13,,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,jenjolex,21.45406874,-157.8259913,Sat May 27 2017 03:12:44 GMT+0000 (UTC),754,,21.45565416,-157.8305589,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/7921A08A-F35E-4DA6-A6F6-DF84927CA7BF; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/A0F865B1-EC2F-409A-B6E7-E133D244B7B3; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/BA0AEC86-B319-42AD-8FF8-F5BA8DC403FE; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/DA0BA667-7447-44F3-AD75-014AB346C620,O'ahu,Kahaluu; off Kamehameha Hwy at uniffucual boat ramp,E,5/26/17,17:11,,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,gonserm,21.28957812,-157.8500139,Sat May 27 2017 03:12:38 GMT+0000 (UTC),753,,21.28957812,-157.8500139,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/6BADEB77-3F0B-4CC0-8E20-4463AED45949,O'ahu,Ala Moana Regional Park just Diamond Head of lifeguard station 1C,E,5/26/17,17:11,evidence of Wave Run Up creating wall - sand and water on mauka side of wall,Matthew Gonser,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kenolio808,,,Sat May 27 2017 03:12:11 GMT+0000 (UTC),752,,21.3055596,-157.8591307,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/050324f7-faef-40da-8107-bc408c9fc424; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/081f1117-0680-4889-9858-2302c83ea28e; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/136b3c64-13ff-4bf2-a45a-dd4e6b89779e; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/21db3cd4-cb84-406b-9587-7b72dc08e207; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/5e5fb883-10a0-4332-b679-75e982a5f26a; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/64923016-30fc-4138-b0db-6f2701e26064; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/711cb771-f0ef-4df6-80bb-432653919e62; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/ac3fbfa9-3d1f-470a-8b32-9507e0628fb2; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/b76bcd8f-162d-4da7-a827-aef54827fa87; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/c25feddc-d4f9-408f-ac23-0843e6cc9239; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/e066b61e-ad8b-4fbf-ae80-9cb0d1ad35fc,O'ahu,point Panic,S,1/1/70,17:10,,kenolio808 ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,holwheat,21.28862639,-157.8329376,Sat May 27 2017 03:11:44 GMT+0000 (UTC),751,,21.28845095,-157.8330969,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/D208F144-6B7E-4BC9-9AC4-1650D709D29B,O'ahu,mauka side of Ala Wai. Ewa side of McCully Bridge,NW,5/26/17,17:10,,A Roy,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,giguere,,,Sat May 27 2017 03:11:02 GMT+0000 (UTC),750,,21.3360549,-157.8989882,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/2dc04805-58dd-49c3-99d7-80ed385cbf00; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/d4aea235-a7de-4004-ac1e-b9045f9f9b69,O'ahu,corner of ahua Street and Kilihau st in mapunapuna,N,1/1/70,17:08,,Thomas Giguere ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kbaybob,21.42368399,-157.7646202,Sat May 27 2017 02:10:27 GMT+0000 (UTC),749,,21.42368399,-157.7646202,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/A9FD8A99-6E23-4B7C-B5C8-F385EF798F9C,O'ahu,Near Aina Moi Pl.,W,5/26/17,16:07,"This tide is 9 higher than I have ever seen in 42 years of living here.""",Bob,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,gonserm,21.28969321,-157.8504205,Sat May 27 2017 03:09:47 GMT+0000 (UTC),748,,21.2896207,-157.8504963,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/128CD9B2-0450-4585-8D14-184FF13D84DA,O'ahu,Ala Moana Regional Park Lifeguard Station 1C,E,5/26/17,17:08,Wave run up to wall; lifeguard built sand wall to protect footing and raised ramp,Matthew Gonser,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,marika808,,,Sat May 27 2017 03:09:18 GMT+0000 (UTC),747,,21.2866222,-157.8458941,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/0a70900a-8581-41d7-bc50-869d977ec6e7,O'ahu,Alla Moana beach ,SW,1/1/70,17:09,,Rita,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kimolee55,,,Sat May 27 2017 03:09:06 GMT+0000 (UTC),746,,20.6984241,-156.4449133,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/a0dc35db-d29e-4043-94e5-7755007c21cb,Maui,Keawakapu Beach,S,1/1/70,17:08,,James Lee ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,ohelo,21.90097799,-159.6096588,Sat May 27 2017 03:07:58 GMT+0000 (UTC),745,,21.89845021,-159.6059409,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/5295A000-8730-47C0-BE97-0616E0002B11; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/9C2F6C41-3B12-4BA7-AF76-79412BD66680; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/AFF96B0D-2265-4DAD-97C3-F7D51C4A05A1,Kaua'i,salt pond beach park,SE,5/26/17,5:05 PM,this is in the kona moku in the ahupuaa of Hanapepe. very high tides at the kiddie pool side of the beach. ,Baby Ohelo,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,marika808,,,Sat May 27 2017 03:06:46 GMT+0000 (UTC),744,,21.2862999,-157.8460356,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/50a0abf3-e453-4f60-842c-0d5058db7854; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/50fa8fb6-6a84-40e5-a5af-6710e20b9756; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/86295b7d-4989-463b-bf13-27137e9ebc2e,O'ahu,Alla Moana Beach,S,1/1/70,17:06,,Rita,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,hintzen,,,Sat May 27 2017 03:05:49 GMT+0000 (UTC),743,,21.2712428,-157.7743123,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/1c069742-dbd2-4f23-8682-01829af460b9; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/49ef404e-c14c-4e8d-99aa-f7af432fb725; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/4a2bfec9-77e3-40c3-9170-42866f90db50; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/647022f8-ead7-429f-a40d-76b78ff2f927; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/f3cfc9f5-4dac-42ff-9259-b00adbcdb760,O'ahu,waealae beach park,SE,1/1/70,17:05,,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,john replogle,19.08614241,-155.5488374,Sat May 27 2017 03:05:28 GMT+0000 (UTC),742,,19.08611701,-155.5488234,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/2C790CAB-C126-45E7-A6B5-82B1A1B2C5A2; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/CCE301A5-8BDE-490F-937F-D2088545DAD7,Hawai'i,Honu'apo; looking towards Pohina pali.,SW,5/26/17,17:03,as you can see very calm water for Ka'u.,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,rafberg81,21.26893203,-157.8227749,Sat May 27 2017 03:04:31 GMT+0000 (UTC),741,,21.26892247,-157.8227386,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/59A7B2CA-EA12-4DBF-AA32-F1CBFA6B44A5,O'ahu,queens,NW,5/26/17,17:04,,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,tedb,21.29030643,-157.852576,Sat May 27 2017 03:04:31 GMT+0000 (UTC),740,,21.29029125,-157.8525174,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/28FFD7BA-562E-46EE-BB8C-20EAEF4C6136,O'ahu,Ala moana beach,E,5/26/17,17:02,overtopped sand to wall,Ted Bohlen ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,holwheat,21.290544,-157.8347442,Sat May 27 2017 03:03:05 GMT+0000 (UTC),739,,21.29044166,-157.8349924,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/82A47C7C-D526-49EE-9524-32A6678F3ADC,O'ahu,Mauka side Kapiolani Blvd. ~30m DH of intx with Kalakaua Ave,NW,5/26/17,17:01,,A Roy,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,hiyenttirbi,,,Sat May 27 2017 03:02:55 GMT+0000 (UTC),738,,21.2875936,-157.832481,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/6de0f146-86ca-4812-8e7c-c66143e6d89b; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/8846cb24-5261-4cca-9130-336212b34efd; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/97c212cb-fd17-4c5f-b6c7-fb5c89a29820; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/fb951484-686c-43dc-b3b2-a9b3ca8e3c30; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/feef3a60-c614-43ff-b22d-fe4330a1f63e,O'ahu,drive by on the ala wai; toward mccully,S,1/1/70,17:00,One photo can compare water line against mccully overpass bridge.,britt h,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,koukoutamba,21.27612471,-157.7601827,Sat May 27 2017 03:02:53 GMT+0000 (UTC),737,,21.27607186,-157.7601899,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/728B81E3-D0EF-4854-9322-54D1BFDE682C,O'ahu,Wailupe Beach Park,W,5/26/17,17:02,,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,john replogle,19.08609761,-155.5488411,Sat May 27 2017 03:02:16 GMT+0000 (UTC),736,,19.08608101,-155.5487939,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/292542BD-CB8E-4BBA-BA41-9A1B22D74B7B,Hawai'i,Honu'apo looking into the estuary.,N,5/26/17,17:00,,jreplogle,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,michael ikeda,19.64890226,-156.0209635,Sat May 27 2017 03:02:17 GMT+0000 (UTC),735,,19.64891324,-156.0209679,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/8405ABFA-3179-480D-B810-BEEA48D4A31E,Hawai'i,Halepa'o between Kailua Kona Pier and Honokohau Harbor,NW,5/26/17,16:59,High ocean swells; winds from the west. ,Michael Ikeda,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,kimolee55,,,Sat May 27 2017 03:01:48 GMT+0000 (UTC),734,,20.7044441,-156.4463548,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/314e2821-6adb-4a32-8da3-3323491dcd2c,Maui,Mokapu Beach,S,1/1/70,17:01,,James Lee ,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,alohacheryl,21.27017691,-157.8227707,Sat May 27 2017 03:01:43 GMT+0000 (UTC),733,,21.26903508,-157.8227427,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/8F9F20FC-47DA-47B8-8F74-111A46D76F02,O'ahu,Waikiki life guard stand 2E in the photo.,W,5/26/17,16:58,waves up to the grass. that's not normal.,cheryl,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,hintzen,,,Sat May 27 2017 03:01:34 GMT+0000 (UTC),732,,21.2709182,-157.7751506,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/87f27f1f-adc5-4e4d-b03b-ac3d9da39934,O'ahu,waelai beach park,SE,1/1/70,17:01,,,,
Hawai'i and Pacific Islands King Tides Project (HI Sea Grant),gonserm,patogodfrey,21.25887108,-157.8191463,Sat May 27 2017 03:01:22 GMT+0000 (UTC),731,,21.25895697,-157.8188226,https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/22A62414-3FC3-4E8F-BAA2-2BF6864E3125; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/D28017DE-A270-43C2-9A0C-B7AE97BE2CB0; https://s3.amazonaws.com/liquid-uploads/iKqdTenhq6tgzQpa3/E0FE56CE-D814-4E81-A3B4-02F276531148,O'ahu,public access tongs,SW,5/26/17,17:00,higher than yesterday. citizen scientist got wet.,Patricia Godfrey,,
